Age,Age_Group,Gender,Avg_Daily_Screen_Time_hr,awareness,Primary_Device,Device_Category,Screen_Size,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Health_Impact_Category,Urban_or_Rural
16,Teenagers,Female,3.48,Need Attention,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Female,0.36,No harm,Smartphone,Portable,<30,False,0.54,No health impacts,No Impact,Rural
12,Pre-teens,Female,2.67,No harm,Smartphone,Portable,<30,False,0.41,No health impacts,No Impact,Urban
12,Pre-teens,Male,5.4,Need Attention,TV,Wallmounted,>30,True,0.3,No health impacts,No Impact,Rural
15,Teenagers,Female,2.14,No harm,Smartphone,Portable,<30,False,0.45,No health impacts,No Impact,Urban
15,Teenagers,Female,5.17,Need Attention,Laptop,Portable,<30,True,0.38,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Female,2.92,No harm,Smartphone,Portable,<30,False,0.41,No health impacts,No Impact,Urban
14,Teenagers,Female,3.3,Need Attention,Tablet,Portable,<30,True,0.46,"Poor Sleep, Anxiety",Mental,Urban
18,Late teens,Female,5.35,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Rural
13,Teenagers,Male,3.82,Need Attention,TV,Wallmounted,>30,True,0.49,Anxiety,Mental,Urban
13,Teenagers,Female,3.39,Need Attention,TV,Wallmounted,>30,True,0.36,Poor Sleep,Mental,Urban
18,Late teens,Male,5.12,Need Attention,Laptop,Portable,<30,True,0.34,No health impacts,No Impact,Urban
16,Teenagers,Male,2.51,No harm,Laptop,Portable,<30,False,0.37,No health impacts,No Impact,Urban
13,Teenagers,Female,3.77,Need Attention,Smartphone,Portable,<30,True,0.3,Poor Sleep,Mental,Urban
9,Pre-teens,Male,4.39,Need Attention,TV,Wallmounted,>30,True,0.49,"Poor Sleep, Anxiety",Mental,Urban
9,Pre-teens,Female,4.35,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
12,Pre-teens,Male,4.72,Need Attention,TV,Wallmounted,>30,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
11,Pre-teens,Female,4.3,Need Attention,Smartphone,Portable,<30,True,0.37,No health impacts,No Impact,Urban
18,Late teens,Male,3.82,Need Attention,Laptop,Portable,<30,True,0.42,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
9,Pre-teens,Female,6.33,Moderate Concern,Tablet,Portable,<30,True,0.48,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
10,Pre-teens,Male,7.55,Moderate Concern,TV,Wallmounted,>30,True,0.47,Eye Strain,Physical,Urban
14,Teenagers,Female,5.92,Need Attention,Laptop,Portable,<30,True,0.49,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
15,Teenagers,Female,3.39,Need Attention,Smartphone,Portable,<30,True,0.35,Anxiety,Mental,Urban
13,Teenagers,Female,5.2,Need Attention,TV,Wallmounted,>30,True,0.37,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
18,Late teens,Male,3.39,Need Attention,Laptop,Portable,<30,True,0.42,"Poor Sleep, Anxiety",Mental,Rural
12,Pre-teens,Female,5.56,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
8,Pre-teens,Female,2.1,No harm,TV,Wallmounted,>30,True,0.45,No health impacts,No Impact,Rural
15,Teenagers,Male,5.13,Need Attention,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
10,Pre-teens,Male,0.0,No harm,Tablet,Portable,<30,False,0.55,No health impacts,No Impact,Urban
13,Teenagers,Male,3.35,Need Attention,Smartphone,Portable,<30,True,0.37,"Anxiety, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Female,3.99,Need Attention,TV,Wallmounted,>30,True,0.52,"Poor Sleep, Anxiety",Mental,Rural
14,Teenagers,Female,2.82,No harm,Smartphone,Portable,<30,False,0.31,No health impacts,No Impact,Urban
14,Teenagers,Male,3.19,Need Attention,Tablet,Portable,<30,True,0.42,"Poor Sleep, Anxiety",Mental,Rural
16,Teenagers,Male,4.81,Need Attention,Smartphone,Portable,<30,True,0.31,No health impacts,No Impact,Urban
12,Pre-teens,Female,3.65,Need Attention,Laptop,Portable,<30,True,0.31,"Poor Sleep, Anxiety",Mental,Urban
15,Teenagers,Male,4.98,Need Attention,Laptop,Portable,<30,True,0.35,Eye Strain,Physical,Urban
17,Late teens,Female,5.68,Need Attention,Tablet,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
17,Late teens,Male,4.11,Need Attention,Laptop,Portable,<30,True,0.46,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
15,Teenagers,Male,5.99,Need Attention,Smartphone,Portable,<30,True,0.45,Eye Strain,Physical,Rural
8,Pre-teens,Male,3.22,Need Attention,Smartphone,Portable,<30,True,0.47,Obesity Risk,Physical,Urban
12,Pre-teens,Female,4.1,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Female,5.11,Need Attention,Smartphone,Portable,<30,True,0.59,No health impacts,No Impact,Rural
8,Pre-teens,Male,1.63,No harm,Smartphone,Portable,<30,False,0.48,No health impacts,No Impact,Rural
11,Pre-teens,Female,4.96,Need Attention,Laptop,Portable,<30,True,0.38,Anxiety,Mental,Urban
15,Teenagers,Female,4.02,Need Attention,Smartphone,Portable,<30,True,0.32,"Eye Strain, Obesity Risk",Physical,Urban
10,Pre-teens,Female,0.24,No harm,Smartphone,Portable,<30,False,0.45,No health impacts,No Impact,Urban
17,Late teens,Male,4.56,Need Attention,Smartphone,Portable,<30,True,0.38,Anxiety,Mental,Urban
9,Pre-teens,Male,6.62,Moderate Concern,TV,Wallmounted,>30,True,0.46,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
18,Late teens,Male,5.5,Need Attention,TV,Wallmounted,>30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Female,5.11,Need Attention,Tablet,Portable,<30,True,0.46,No health impacts,No Impact,Rural
17,Late teens,Female,2.27,No harm,TV,Wallmounted,>30,False,0.4,No health impacts,No Impact,Urban
12,Pre-teens,Female,5.25,Need Attention,Laptop,Portable,<30,True,0.38,Poor Sleep,Mental,Rural
14,Teenagers,Female,3.31,Need Attention,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Rural
18,Late teens,Male,4.58,Need Attention,Smartphone,Portable,<30,True,0.31,Poor Sleep,Mental,Rural
18,Late teens,Male,4.37,Need Attention,Tablet,Portable,<30,True,0.32,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Female,1.77,No harm,Smartphone,Portable,<30,False,0.45,No health impacts,No Impact,Urban
16,Teenagers,Female,5.7,Need Attention,TV,Wallmounted,>30,True,0.46,No health impacts,No Impact,Urban
16,Teenagers,Male,6.59,Moderate Concern,Tablet,Portable,<30,True,0.34,Poor Sleep,Mental,Rural
11,Pre-teens,Female,3.26,Need Attention,Laptop,Portable,<30,True,0.49,No health impacts,No Impact,Urban
11,Pre-teens,Male,4.71,Need Attention,TV,Wallmounted,>30,True,0.42,No health impacts,No Impact,Urban
13,Teenagers,Female,2.95,No harm,Laptop,Portable,<30,False,0.48,No health impacts,No Impact,Urban
17,Late teens,Female,4.86,Need Attention,Smartphone,Portable,<30,True,0.38,No health impacts,No Impact,Rural
17,Late teens,Male,3.92,Need Attention,Smartphone,Portable,<30,True,0.38,"Poor Sleep, Anxiety",Mental,Urban
17,Late teens,Female,6.46,Moderate Concern,Tablet,Portable,<30,True,0.4,Poor Sleep,Mental,Rural
13,Teenagers,Female,4.14,Need Attention,Smartphone,Portable,<30,True,0.42,No health impacts,No Impact,Rural
8,Pre-teens,Female,8.24,Moderate Concern,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Anxiety",Mental,Rural
16,Teenagers,Male,2.92,No harm,Tablet,Portable,<30,False,0.39,No health impacts,No Impact,Urban
9,Pre-teens,Male,5.26,Need Attention,TV,Wallmounted,>30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Male,3.59,Need Attention,Laptop,Portable,<30,True,0.3,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Female,7.55,Moderate Concern,Laptop,Portable,<30,True,0.45,Poor Sleep,Mental,Urban
11,Pre-teens,Female,5.22,Need Attention,Laptop,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
18,Late teens,Male,5.27,Need Attention,Smartphone,Portable,<30,True,0.34,Obesity Risk,Physical,Rural
10,Pre-teens,Male,1.98,No harm,Smartphone,Portable,<30,False,0.54,No health impacts,No Impact,Urban
14,Teenagers,Male,4.97,Need Attention,Smartphone,Portable,<30,True,0.32,Poor Sleep,Mental,Urban
13,Teenagers,Male,2.78,No harm,TV,Wallmounted,>30,False,0.36,No health impacts,No Impact,Rural
15,Teenagers,Male,3.96,Need Attention,TV,Wallmounted,>30,True,0.49,No health impacts,No Impact,Urban
10,Pre-teens,Female,6.32,Moderate Concern,TV,Wallmounted,>30,True,0.5,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Male,4.19,Need Attention,TV,Wallmounted,>30,True,0.38,Poor Sleep,Mental,Urban
17,Late teens,Male,4.75,Need Attention,TV,Wallmounted,>30,True,0.4,Poor Sleep,Mental,Urban
11,Pre-teens,Female,4.0,Need Attention,Tablet,Portable,<30,True,0.39,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Male,4.88,Need Attention,TV,Wallmounted,>30,True,0.4,No health impacts,No Impact,Urban
11,Pre-teens,Male,3.74,Need Attention,Smartphone,Portable,<30,True,0.47,Eye Strain,Physical,Urban
17,Late teens,Male,5.54,Need Attention,Smartphone,Portable,<30,True,0.35,Poor Sleep,Mental,Rural
15,Teenagers,Female,5.55,Need Attention,Tablet,Portable,<30,True,0.42,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Female,4.27,Need Attention,TV,Wallmounted,>30,True,0.37,Poor Sleep,Mental,Urban
10,Pre-teens,Female,8.83,Moderate Concern,Tablet,Portable,<30,True,0.45,"Poor Sleep, Anxiety",Mental,Rural
17,Late teens,Female,6.56,Moderate Concern,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Rural
12,Pre-teens,Male,4.52,Need Attention,Smartphone,Portable,<30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Male,3.83,Need Attention,Tablet,Portable,<30,True,0.31,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Rural
12,Pre-teens,Female,2.04,No harm,Smartphone,Portable,<30,False,0.46,No health impacts,No Impact,Urban
13,Teenagers,Male,7.06,Moderate Concern,TV,Wallmounted,>30,True,0.3,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
15,Teenagers,Female,5.08,Need Attention,TV,Wallmounted,>30,True,0.33,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
14,Teenagers,Male,3.11,Need Attention,Laptop,Portable,<30,True,0.4,"Poor Sleep, Anxiety",Mental,Urban
12,Pre-teens,Male,5.25,Need Attention,Smartphone,Portable,<30,True,0.36,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
17,Late teens,Female,3.62,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
13,Teenagers,Male,2.75,No harm,Smartphone,Portable,<30,False,0.4,No health impacts,No Impact,Urban
11,Pre-teens,Female,4.17,Need Attention,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Female,4.98,Need Attention,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Anxiety",Mental,Rural
11,Pre-teens,Female,6.57,Moderate Concern,Smartphone,Portable,<30,True,0.38,Eye Strain,Physical,Rural
8,Pre-teens,Male,3.94,Need Attention,Smartphone,Portable,<30,True,0.5,Poor Sleep,Mental,Urban
14,Teenagers,Female,4.19,Need Attention,Laptop,Portable,<30,True,0.43,No health impacts,No Impact,Urban
14,Teenagers,Female,4.15,Need Attention,Smartphone,Portable,<30,True,0.33,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.61,Need Attention,Laptop,Portable,<30,True,0.35,Anxiety,Mental,Urban
10,Pre-teens,Female,0.46,No harm,TV,Wallmounted,>30,False,0.58,No health impacts,No Impact,Urban
15,Teenagers,Male,6.5,Moderate Concern,TV,Wallmounted,>30,True,0.45,Eye Strain,Physical,Urban
12,Pre-teens,Male,3.99,Need Attention,Tablet,Portable,<30,True,0.3,No health impacts,No Impact,Urban
17,Late teens,Female,4.04,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
14,Teenagers,Male,2.87,No harm,Tablet,Portable,<30,False,0.49,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.25,Need Attention,Smartphone,Portable,<30,True,0.43,Eye Strain,Physical,Rural
11,Pre-teens,Male,3.77,Need Attention,Smartphone,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
15,Teenagers,Female,3.17,Need Attention,Laptop,Portable,<30,True,0.3,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Rural
15,Teenagers,Female,2.38,No harm,Tablet,Portable,<30,False,0.31,No health impacts,No Impact,Urban
9,Pre-teens,Male,1.79,No harm,TV,Wallmounted,>30,False,0.55,No health impacts,No Impact,Urban
9,Pre-teens,Female,0.74,No harm,Smartphone,Portable,<30,False,0.46,No health impacts,No Impact,Urban
10,Pre-teens,Male,6.41,Moderate Concern,TV,Wallmounted,>30,True,0.56,No health impacts,No Impact,Urban
10,Pre-teens,Male,6.23,Moderate Concern,TV,Wallmounted,>30,True,0.58,Eye Strain,Physical,Urban
8,Pre-teens,Female,0.0,No harm,Smartphone,Portable,<30,False,0.45,No health impacts,No Impact,Urban
10,Pre-teens,Male,7.27,Moderate Concern,Tablet,Portable,<30,True,0.57,No health impacts,No Impact,Rural
13,Teenagers,Female,4.98,Need Attention,TV,Wallmounted,>30,True,0.42,Poor Sleep,Mental,Urban
15,Teenagers,Female,2.55,No harm,Smartphone,Portable,<30,False,0.38,No health impacts,No Impact,Urban
17,Late teens,Female,5.73,Need Attention,Smartphone,Portable,<30,True,0.37,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Male,5.61,Need Attention,Laptop,Portable,<30,True,0.42,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Female,5.78,Need Attention,Smartphone,Portable,<30,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
11,Pre-teens,Male,2.69,No harm,Tablet,Portable,<30,False,0.36,No health impacts,No Impact,Urban
10,Pre-teens,Female,9.98,High Concern,TV,Wallmounted,>30,True,0.49,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.61,Need Attention,Tablet,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Male,4.9,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
8,Pre-teens,Female,4.2,Need Attention,Smartphone,Portable,<30,True,0.51,Obesity Risk,Physical,Urban
14,Teenagers,Female,2.27,No harm,Smartphone,Portable,<30,False,0.33,No health impacts,No Impact,Urban
8,Pre-teens,Female,11.77,High Concern,Smartphone,Portable,<30,True,0.59,Poor Sleep,Mental,Urban
9,Pre-teens,Female,4.93,Need Attention,TV,Wallmounted,>30,True,0.51,Anxiety,Mental,Urban
11,Pre-teens,Male,4.12,Need Attention,TV,Wallmounted,>30,True,0.31,Poor Sleep,Mental,Urban
8,Pre-teens,Male,2.99,No harm,TV,Wallmounted,>30,True,0.58,No health impacts,No Impact,Rural
18,Late teens,Male,6.64,Moderate Concern,Smartphone,Portable,<30,True,0.34,Poor Sleep,Mental,Rural
18,Late teens,Female,2.9,No harm,Smartphone,Portable,<30,False,0.34,No health impacts,No Impact,Rural
18,Late teens,Male,3.18,Need Attention,TV,Wallmounted,>30,True,0.44,Poor Sleep,Mental,Urban
16,Teenagers,Female,7.44,Moderate Concern,TV,Wallmounted,>30,True,0.46,"Poor Sleep, Anxiety",Mental,Urban
13,Teenagers,Female,5.61,Need Attention,Tablet,Portable,<30,True,0.41,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
8,Pre-teens,Male,2.67,No harm,Smartphone,Portable,<30,True,0.47,No health impacts,No Impact,Urban
8,Pre-teens,Female,4.62,Need Attention,Smartphone,Portable,<30,True,0.48,No health impacts,No Impact,Rural
13,Teenagers,Male,4.14,Need Attention,Smartphone,Portable,<30,True,0.4,No health impacts,No Impact,Urban
11,Pre-teens,Male,5.1,Need Attention,Smartphone,Portable,<30,True,0.47,Eye Strain,Physical,Urban
11,Pre-teens,Female,5.31,Need Attention,TV,Wallmounted,>30,True,0.35,"Poor Sleep, Anxiety",Mental,Urban
18,Late teens,Male,6.37,Moderate Concern,Tablet,Portable,<30,True,0.42,"Eye Strain, Obesity Risk",Physical,Rural
13,Teenagers,Male,5.55,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Anxiety",Mental,Urban
18,Late teens,Male,3.54,Need Attention,Smartphone,Portable,<30,True,0.4,No health impacts,No Impact,Urban
14,Teenagers,Female,4.68,Need Attention,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
16,Teenagers,Male,6.27,Moderate Concern,Smartphone,Portable,<30,True,0.38,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Female,4.5,Need Attention,Smartphone,Portable,<30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Male,2.94,No harm,Laptop,Portable,<30,False,0.46,No health impacts,No Impact,Rural
16,Teenagers,Female,4.72,Need Attention,Smartphone,Portable,<30,True,0.34,Anxiety,Mental,Urban
11,Pre-teens,Male,4.27,Need Attention,Smartphone,Portable,<30,True,0.37,No health impacts,No Impact,Urban
17,Late teens,Female,3.28,Need Attention,Smartphone,Portable,<30,True,0.32,No health impacts,No Impact,Urban
9,Pre-teens,Female,2.56,No harm,Smartphone,Portable,<30,True,0.47,No health impacts,No Impact,Urban
10,Pre-teens,Male,5.13,Need Attention,TV,Wallmounted,>30,True,0.41,Poor Sleep,Mental,Urban
18,Late teens,Female,2.34,No harm,Tablet,Portable,<30,False,0.38,No health impacts,No Impact,Urban
8,Pre-teens,Male,5.28,Need Attention,TV,Wallmounted,>30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
13,Teenagers,Female,3.75,Need Attention,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Male,5.81,Need Attention,Smartphone,Portable,<30,True,0.46,No health impacts,No Impact,Urban
8,Pre-teens,Female,5.55,Need Attention,Smartphone,Portable,<30,True,0.58,Poor Sleep,Mental,Urban
18,Late teens,Female,5.05,Need Attention,TV,Wallmounted,>30,True,0.37,Poor Sleep,Mental,Rural
10,Pre-teens,Female,0.0,No harm,TV,Wallmounted,>30,False,0.56,No health impacts,No Impact,Rural
12,Pre-teens,Female,3.22,Need Attention,TV,Wallmounted,>30,True,0.32,Poor Sleep,Mental,Urban
10,Pre-teens,Female,5.16,Need Attention,TV,Wallmounted,>30,True,0.58,No health impacts,No Impact,Urban
17,Late teens,Female,5.31,Need Attention,Smartphone,Portable,<30,True,0.33,"Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Male,0.8,No harm,Smartphone,Portable,<30,False,0.53,No health impacts,No Impact,Urban
17,Late teens,Female,4.0,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Urban
10,Pre-teens,Male,2.89,No harm,Tablet,Portable,<30,True,0.48,No health impacts,No Impact,Urban
12,Pre-teens,Female,6.9,Moderate Concern,Tablet,Portable,<30,True,0.31,Poor Sleep,Mental,Rural
12,Pre-teens,Male,2.01,No harm,Smartphone,Portable,<30,False,0.36,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.05,Need Attention,TV,Wallmounted,>30,True,0.38,Poor Sleep,Mental,Urban
8,Pre-teens,Male,4.61,Need Attention,Smartphone,Portable,<30,True,0.54,Poor Sleep,Mental,Urban
12,Pre-teens,Female,5.62,Need Attention,TV,Wallmounted,>30,True,0.33,Poor Sleep,Mental,Urban
17,Late teens,Male,5.18,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Urban
12,Pre-teens,Male,4.1,Need Attention,TV,Wallmounted,>30,True,0.5,No health impacts,No Impact,Rural
11,Pre-teens,Male,7.15,Moderate Concern,Tablet,Portable,<30,True,0.31,No health impacts,No Impact,Urban
13,Teenagers,Female,4.79,Need Attention,Smartphone,Portable,<30,True,0.33,Obesity Risk,Physical,Urban
17,Late teens,Male,5.67,Need Attention,Laptop,Portable,<30,True,0.49,No health impacts,No Impact,Urban
11,Pre-teens,Female,7.15,Moderate Concern,Smartphone,Portable,<30,True,0.33,Eye Strain,Physical,Urban
14,Teenagers,Female,3.01,Need Attention,Smartphone,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
14,Teenagers,Male,4.59,Need Attention,TV,Wallmounted,>30,True,0.35,Eye Strain,Physical,Rural
9,Pre-teens,Female,1.62,No harm,TV,Wallmounted,>30,False,0.54,No health impacts,No Impact,Rural
10,Pre-teens,Male,2.63,No harm,Smartphone,Portable,<30,True,0.51,No health impacts,No Impact,Urban
8,Pre-teens,Female,4.39,Need Attention,TV,Wallmounted,>30,True,0.56,Eye Strain,Physical,Urban
15,Teenagers,Female,4.56,Need Attention,Smartphone,Portable,<30,True,0.36,"Poor Sleep, Anxiety",Mental,Urban
16,Teenagers,Male,4.14,Need Attention,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Urban
11,Pre-teens,Male,4.43,Need Attention,Laptop,Portable,<30,True,0.43,"Poor Sleep, Anxiety",Mental,Urban
13,Teenagers,Male,6.84,Moderate Concern,Smartphone,Portable,<30,True,0.46,Anxiety,Mental,Urban
16,Teenagers,Female,4.84,Need Attention,Smartphone,Portable,<30,True,0.39,Obesity Risk,Physical,Rural
13,Teenagers,Female,3.14,Need Attention,Laptop,Portable,<30,True,0.37,Eye Strain,Physical,Urban
16,Teenagers,Male,3.56,Need Attention,Tablet,Portable,<30,True,0.39,Poor Sleep,Mental,Urban
11,Pre-teens,Female,5.54,Need Attention,Laptop,Portable,<30,True,0.34,Obesity Risk,Physical,Urban
15,Teenagers,Male,1.59,No harm,Laptop,Portable,<30,False,0.46,No health impacts,No Impact,Urban
